,scan2,scan4,scan6,scan8
P190_04_1,0.03027949776030888,0.028971034061046556,0.041174052850541536,0.03542783594258707
P190_04_2,0.030981767345346266,0,0.032412230950197705,0.02992212112911265
P190_04_3,0.03568061740277892,0.028525185063529777,0.032257472894513965,0.026014251134234473
P190_04_4,0.029691145621824358,0.028813847685646043,0.028522807888203886,0.033988335379469194
P190_04_5,0.03228164891757257,0.024635231728057313,0.030582627844330523,0.033982296945716015
P190_04_1,0.02437699703046146,0.024991989321046598,0.032824280364996274,0.03119524509120304
P190_04_2,0.02586429243440427,0,0.028354168348324705,0.025826084937208834
P190_04_3,0.03017325771637248,0.024682571768378313,0.02752546137224811,0.022130076930753854
P190_04_4,0.024540817364804453,0.024802633271062458,0.024103300751108257,0.02479235125415397
P190_04_5,0.026511559735210972,0.02090302864305511,0.025975620118728535,0.024089043411884774
P190_04_1,0.012713078495055985,0.0077734946209277525,0.009364661958926448,0.009362306937572284
P190_04_2,0.012002804791118489,0,0.008669497376728681,0.009641793058470224
P190_04_3,0.012788275881994611,0.007623908293039869,0.00992012054065372,0.009019184167404146
P190_04_4,0.011716243812752887,0.008043652185858084,0.009712928114859888,0.017356098774445515
P190_04_5,0.012364476819346285,0.00796639839781172,0.009406979125574748,0.016260833562085478
P190_04_1,0.03676576229860275,0.032539868003108374,0.04211974531437401,0.04030451670613824
P190_04_2,0.03724679723631767,0,0.03677772253706109,0.033995145881736105
P190_04_3,0.04271261338655212,0.03214296460205004,0.037445581912901836,0.030008147772841665
P190_04_4,0.037010033144957905,0.03274016867346596,0.03354157023032943,0.03400947557286073
P190_04_5,0.03798833052650163,0.028738472546656228,0.035189635569932515,0.034003664663931635
P190_04_1,1.4989765188389916,1.491829352791985,1.5192878929397062,1.9014119989791163
P190_04_2,1.3819659856690596,0,2.74455594558441,1.0517384352112031
P190_04_3,1.9613174506981916,1.4948300050885086,0.872371580145722,1.1383538712154908
P190_04_4,1.486480650518256,1.5963249667155952,1.4011719874330033,1.4199063953660076
P190_04_5,1.1414721778301855,1.3107444992391126,1.5023142695854304,1.659092219211596
P190_04_1,1.3739130434782616,1.3720930232558142,4.293333333333331,1.374468085106384
P190_04_2,1.3999999999999988,0,1.3699186991869914,1.5610859728506794
P190_04_3,1.3842975206611572,1.3726415094339615,1.3731343283582087,1.5896226415094332
P190_04_4,0.9025787965616049,1.3407079646017688,1.3584070796460201,2.1304347826087167
P190_04_5,0.9728096676737166,1.3568075117370901,1.3539823008849579,6.111111111111134
P190_04_1,0,0,0,0
P190_04_2,0,0,0,0
P190_04_3,0,0,0,0
P190_04_4,0,0,0,0.03154780601182167
P190_04_5,0,0,0,0.030958296011455347
P190_04_1,0.00375498165485157,0.0025433245461325424,0.00340008050828581,0.0028107937986528463
P190_04_2,0.003440730896259861,0,0.002728210584087226,0.0025337598650194463
P190_04_3,0.0036956635077574733,0.0025034794767193652,0.0031142282017461993,0.0024001719521456297
P190_04_4,0.0034063984376048765,0.002662174801712589,0.0030181138836776525,0.0025926299535990447
P190_04_5,0.0033367027681715186,0.002599309408992752,0.0029221319172283012,0.003370784838680859
