,scan2,scan4,scan6,scan8
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
P190_04_1,,,,
P190_04_2,,,,
P190_04_3,,,,
P190_04_4,,,,
P190_04_5,,,,
